bldg_id,A_annual_mean_kwh,A_annual_std_kwh,A_annual_sum_kwh,A_p10,A_p25,A_p50,A_p75,A_p90,A_p95,A_p99,A_max_kwh,A_min_kwh,A_cv,A_load_factor,A_skew,A_kurtosis,A_p05,A_p99_p01_ratio,A_zero_hours_ratio,A_above_mean_ratio,A_range_kwh,A_p01,A_p15,A_p85,A_mad,B_winter_mean_kwh,B_winter_std_kwh,B_spring_mean_kwh,B_spring_std_kwh,B_summer_mean_kwh,B_summer_std_kwh,B_fall_mean_kwh,B_fall_std_kwh,B_winter_summer_ratio,B_seasonal_amplitude,B_month01_mean_kwh,B_month02_mean_kwh,B_month03_mean_kwh,B_month04_mean_kwh,B_month05_mean_kwh,B_month06_mean_kwh,B_month07_mean_kwh,B_month08_mean_kwh,B_month09_mean_kwh,B_month10_mean_kwh,B_month11_mean_kwh,B_month12_mean_kwh,C_morning_peak_ratio,C_evening_peak_ratio,C_overnight_ratio,C_midday_ratio,C_evening_morning_ratio,C_peak_hour,C_peak_hour_value,C_trough_hour,D_cold_n_hours,D_cold_mean_kwh,D_cold_std_kwh,D_cold_max_kwh,D_cold_ramp_std,D_cold_ramp_abs_mean,D_cold_autocorr_1h,D_cold_temp_load_corr,D_mild_n_hours,D_mild_mean_kwh,D_mild_std_kwh,D_mild_max_kwh,D_mild_ramp_std,D_mild_ramp_abs_mean,D_mild_autocorr_1h,D_mild_temp_load_corr,D_warm_n_hours,D_warm_mean_kwh,D_warm_std_kwh,D_warm_max_kwh,D_warm_ramp_std,D_warm_ramp_abs_mean,D_warm_autocorr_1h,D_warm_temp_load_corr,D_hot_n_hours,D_hot_mean_kwh,D_hot_std_kwh,D_hot_max_kwh,D_hot_ramp_std,D_hot_ramp_abs_mean,D_hot_autocorr_1h,D_hot_temp_load_corr,D_ratio_cold_over_warm,D_ratio_cold_over_hot,D_ratio_mild_over_warm,D_ratio_hot_over_cold,D_temp_load_corr_all,E_slope_cold,E_slope_mild,E_slope_warm,E_slope_hot,E_slope_zone40_65F,E_slope_zone0_40F,E_slope_kink_ratio,E_zone40F_jump,E_power_iqr,E_power_p90_p10_ratio
190613,1.0906657,0.81462437,9555.322,0.3432199954986572,0.4566799998283386,0.8936700224876404,1.4621599912643433,2.1233201026916504,2.3883700370788574,4.590742111206055,6.59518,0.16348,0.7469056,0.16537315,2.112382,7.2906113,0.3350300192832947,13.965934269879344,0.0,0.40098162310238555,6.4317,0.32870998978614807,0.36619001626968384,1.8738700151443481,0.60131836,0.6244214,0.55449146,0.98598415,0.75499046,1.7678595,0.73595876,0.9731964,0.72866255,0.35320762,0.78826916,0.63572806,0.5965282,0.7849381,0.7631862,1.4026412,1.7765241,1.8397187,1.687615,1.2915936,0.96312815,0.66520303,0.63829345,0.7056202,1.4787527,0.66917956,1.0624716,2.0956779,20,1.6874182,5,676,0.50492245,0.40878102,5.1756296,0.38766372,0.11483245,0.4152972357739789,-0.02077503122748375,2314,0.58337706,0.54886186,5.0859203,0.5349427,0.1711711,0.4816837445510639,0.049468866666208755,2997,0.9329799,0.6537878,5.6142797,0.58279616,0.2178413,0.5328299929282858,0.30970093498938533,2774,1.8269356,0.6892485,6.59518,0.556664,0.23868614,0.6515353627778121,0.531158233595237,0.5411933,0.2763767,0.62528366,3.61825,0.6446447407192891,0.000604723691940299,0.007035925388336184,0.03809653878211977,0.04542348180498393,0.009124701363699774,0.000604723691940299,0.06627325847024795,-0.06226012,1.0054799914360046,6.186469700306133
190626,0.22782321,0.10705298,1995.9591,0.12257999926805496,0.1491900086402893,0.1871199905872345,0.2917799949645996,0.3830299973487854,0.43084999918937683,0.5576719880104061,0.77492005,0.0403,0.46989498,0.29399577,1.1763998,1.1891668,0.1061599999666214,5.635896875228709,0.0,0.3974432142449492,0.73462003,0.09894999861717224,0.1333799958229065,0.34786999225616455,0.087059096,0.15987349,0.07344017,0.20637128,0.08702475,0.31867337,0.10345383,0.2248964,0.09371161,0.5016845,0.10303953,0.15954237,0.1537658,0.17614669,0.18914795,0.25326362,0.30774295,0.32833555,0.319589,0.27887884,0.21033832,0.18595731,0.16572168,0.7646542,1.1713989,1.039843,0.88841677,1.5319328,21,0.32732037,7,676,0.17662062,0.067048624,0.41492003,0.09940242,0.04527617,-0.06386044955462306,-0.011597483319284282,2314,0.16877525,0.07358303,0.48096,0.10154894,0.0520386,0.05307149214035236,-0.2006436354223483,2997,0.20290053,0.08873755,0.6096,0.100671485,0.05512719,0.3266696990300407,0.3471625951880491,2774,0.3164833,0.100010104,0.77492005,0.10766853,0.06533573,0.41422003689553855,0.3965139907107221,0.87047887,0.5580725,0.83181274,1.7918819,0.5466083088455552,0.0001942729949951156,-0.0014838573336601252,0.005589118599891662,0.006593058620180399,-0.0006906857660838554,0.0001942729949951156,-0.2812755156322841,-0.01461108,0.1425899863243103,3.1247348640554704
190744,2.035146,1.5936593,17829.914,0.4030199944972992,0.7540000081062317,1.5580500364303589,2.874929904937744,4.399199962615967,5.5721001625061035,6.565308094024657,8.59445,0.13266,0.7830688,0.2367977,1.1378574,0.65855825,0.36361998319625854,20.88109334619604,0.0,0.3988129208994407,8.46179,0.3144140005111694,0.5308799743652344,3.7045300006866455,1.2749192,0.8275928,0.47728136,1.6837615,1.1855005,3.849401,1.4509298,1.7510366,1.1994283,0.21499261,2.1320019,0.82865334,0.80750555,1.1667829,1.1908271,2.6777735,3.73052,4.1396112,3.674237,2.6509585,1.6329992,0.9730868,0.84467405,0.7435579,1.4224561,0.6460703,1.090804,1.9130404,16,3.0216446,2,676,0.65294415,0.38711795,3.44369,0.30661398,0.18424284,0.5981616028872705,0.05147300280937333,2314,0.7797597,0.4409,3.03334,0.34972793,0.23367852,0.6472225842362578,0.18478600294712563,2997,1.5962268,0.7117344,4.6986504,0.4697265,0.31757995,0.7604991182678202,0.6269459722211954,2774,3.893392,1.3541887,8.59445,0.7428498,0.5387096,0.8419854817289673,0.8171511359685988,0.40905476,0.16770573,0.48850182,5.962826,0.8267809742194253,0.005537831102098726,0.019134867191314714,0.09036026477813726,0.16574209485735208,0.024077498231615348,0.005537831102098726,0.2300002703282182,-0.023712099,2.1209298968315125,10.915587372044014
190817,2.0359519,1.7466455,17836.975,0.5532699823379517,0.9680999517440796,1.4702500104904175,2.329400062561035,4.390940189361572,6.005879878997803,8.644771957397452,13.66469,0.38968998,0.85790116,0.14899364,2.095846,4.779409,0.42386001348495483,21.566640788023257,0.0,0.3081839972605867,13.275,0.40083998441696167,0.7471200227737427,3.436540126800537,1.2182631,3.3986409,2.3832304,1.5008631,1.2409061,1.5903583,0.63963014,1.679073,1.4818265,2.1370285,1.8086729,3.8799481,3.35426,1.5121378,1.6382122,1.3566701,1.5494308,1.68655,1.5337738,1.2352273,1.5013433,2.3065727,2.9567723,1.188366,1.1312172,0.483345,1.2052892,0.9519097,9,3.7417152,1,676,4.7988358,2.6195126,13.66469,1.6660558,1.106455,0.7071138760081487,-0.3472683939400517,2314,2.6963696,2.1105585,12.84906,1.5628816,0.9166571,0.6552428818448712,-0.3018451562568269,2997,1.2828252,0.8720594,9.644819,0.8838271,0.50575167,0.42508119868675687,-0.19584297070080342,2774,1.6254274,0.6508068,7.32545,0.62838244,0.36555055,0.5076838413147263,0.49935578262429453,3.7408335,2.9523532,2.1018994,0.33871287,-0.4557746141861369,-0.13795979499816893,-0.10697031497955328,-0.011769886016845747,0.05865905829838341,-0.09949867044176379,-0.13795979499816893,1.3865491306129192,0.26755786,1.3613001108169556,7.9363427070573875
190835,1.2123063,1.0643147,10621.016,0.41896000504493713,0.5333600044250488,0.8050599694252014,1.4329099655151367,2.629819869995117,3.626469850540161,5.200669860839843,8.973949,0.33201998,0.87792563,0.13509172,2.20651,5.5974135,0.3549100160598755,15.448482173139762,0.0,0.31914165049651866,8.64193,0.3366460084915161,0.4609699845314026,2.0550599098205566,0.75210786,2.0171728,1.3997986,0.9033558,0.78502476,0.9310613,0.63669944,1.0125977,0.8462786,2.1665306,1.0591961,2.3329182,2.0343313,0.8600025,0.9254453,0.92533195,0.9341668,0.9290443,0.93007296,0.8442917,0.841004,1.3582172,1.6855047,1.0111085,1.240057,0.6696631,1.1485914,1.2264332,20,1.6538051,3,676,3.2998126,1.2635403,8.973949,0.76080245,0.460185,0.8126093585229861,-0.6942591809491427,2314,1.3699672,1.0196924,7.5140896,0.7836562,0.4286514,0.6802545908925156,-0.43264884083425065,2997,0.81061745,0.68840915,5.0984297,0.65562236,0.3046122,0.4933653134013127,-0.06945112143380788,2774,1.0060629,0.7145041,5.74928,0.716294,0.3359456,0.454647478221866,0.23433337844313382,4.0707397,3.2799268,1.6900293,0.30488485,-0.44503363133687446,-0.1406516456604004,-0.061758058071136504,-0.0022874581813812542,0.022568341323307577,-0.05198493991579328,-0.1406516456604004,2.7056229340311257,0.47616768,0.8995499610900879,6.2770188999616945
190851,1.5661752,1.5557289,13721.261,0.3643900156021118,0.43178999423980713,0.9003300070762634,2.1746201515197754,3.9509499073028564,4.955270290374756,6.4265058517456,12.15689,0.10806,0.99333006,0.12883025,1.751217,3.4574392,0.3535900115966797,18.794140399408736,0.0,0.34459536582581896,12.04883,0.34194199442863465,0.3799099922180176,3.2088000774383545,1.1959152,0.584214,0.39948016,1.2858315,1.2062358,3.1909912,1.7071931,1.1785483,1.1323214,0.1830823,1.9588013,0.6259085,0.5803763,0.81562823,0.86846757,2.1599355,3.1626105,3.4879706,2.9214766,1.9184979,1.0693927,0.55139285,0.54592973,0.56224465,1.6338613,0.592105,1.0707825,2.9059618,18,2.8095055,6,676,0.55943066,0.32225177,4.85806,0.28077406,0.08024202,0.4532781726384083,-0.02781015760815502,2314,0.5251956,0.31735125,5.61085,0.29759866,0.09015136,0.47440436310498946,-0.1042127281465881,2997,0.9537395,0.6643701,6.72951,0.47457963,0.21507199,0.7308189218627416,0.5263085887863967,2774,3.3415375,1.532921,12.15689,0.6792586,0.44500375,0.8921546627153514,0.855040287141213,0.58656543,0.16741714,0.55066985,5.973104,0.7550701578769627,0.0005373525619506809,-0.0011607861518859771,0.07655634522438054,0.2102525152478898,0.002938048328672135,0.0005373525619506809,0.18289439173164995,-0.04536724,1.7428301572799683,10.842640407625808
190872,3.5728333,2.8275576,31301.592,1.0337400436401367,1.7113800048828125,2.6725800037384033,4.4761199951171875,7.382730007171631,9.48173999786377,14.257692146301247,18.24955,0.33903998,0.79140484,0.19577652,1.8517805,4.05039,0.732010006904602,30.038073917624406,0.0,0.35372674352242894,17.91051,0.4746540069580078,1.2844600677490234,6.102230072021484,2.06163,6.76421,3.3471067,2.0433326,1.3903586,2.827636,0.95951325,2.7147598,2.089483,2.3921785,4.3851643,8.158302,6.5032263,2.0091715,2.2228262,1.9037895,2.757531,3.0582156,2.6649003,1.9033585,2.0335717,4.2300563,5.603972,1.0068438,1.0224357,0.98845446,1.0679975,1.0154859,12,4.343867,5,676,10.480284,2.9148464,18.24955,1.2533579,0.8789229,0.9042593425057506,-0.8114278620564944,2314,4.87351,2.1188478,11.890409,1.0325143,0.6827065,0.8769082924450223,-0.6786736267939455,2997,1.7660607,1.0910362,8.58054,0.98221916,0.5664273,0.5850791685612439,-0.2303997788601585,2774,2.756574,0.95912534,7.78763,0.7415323,0.5091375,0.7070845405451643,0.7295816775556268,5.9342713,3.8019238,2.759537,0.26302475,-0.6396470959219118,-0.38727664402553036,-0.23926519393920914,-0.007151942253112837,0.13222574778965535,-0.21830905437469486,-0.38727664402553036,1.7739834251713074,1.667244,2.764739990234375,7.141766493996522
190925,1.0410836,0.67120445,9120.934,0.3923500180244446,0.5815100073814392,0.8895599842071533,1.347350001335144,1.7628200054168701,2.119150161743164,3.6976539611816404,8.46259,0.2596,0.64471716,0.123021856,2.4625335,11.193353,0.35405999422073364,11.690042358552834,0.0,0.4023513297568771,8.202991,0.31630800366401673,0.440420001745224,1.5801899433135986,0.47679725,1.1454381,0.7852378,0.9660977,0.67250794,1.0783526,0.56591976,0.97595966,0.62816995,1.0622112,0.17440939,1.1916238,1.134292,0.93779886,0.93816394,1.0214293,1.0902776,1.0820767,1.0630879,0.9846159,0.9670429,0.9765174,1.1092579,0.89315015,1.3419428,0.6162626,1.0240748,1.5024829,21,1.6163912,4,676,1.2792902,0.8173476,8.46259,0.69314045,0.40640733,0.6083744940439503,-0.21309592088205334,2314,0.99945706,0.69809395,6.0761,0.70865566,0.423547,0.4312456945321406,-0.11928054940737555,2997,0.93256325,0.62961775,5.93675,0.67008823,0.40833077,0.4115365106988491,0.013485591619339078,2774,1.1350029,0.62366164,6.10848,0.62621194,0.36614808,0.4616372977190505,0.19809515446459944,1.3718,1.1271251,1.0717311,0.887213,0.011127535480302425,-0.027628726278032593,-0.010981216430664053,0.003372149467468243,0.010794011524745377,-0.009737550190516888,-0.027628726278032593,2.8373385232909394,-0.001619935,0.7658399939537048,4.492978015632565
191086,0.056903828,0.07163245,498.53442,0.032180000096559525,0.037859998643398285,0.04774999991059303,0.058059997856616974,0.06369999796152115,0.0674699991941452,0.4535079896450037,0.98364,0.00835,1.2588336,0.057850257,8.459956,79.00255,0.02964000031352043,17.71653995712203,0.0,0.28501312635543885,0.97529,0.02559799998998642,0.03428000211715698,0.061319999396800995,0.021117542,0.073973544,0.14185841,0.044422295,0.0074733235,0.060616326,0.004710304,0.04887928,0.0086942185,1.2203568,0.027322754,0.12476008,0.059080385,0.03997407,0.04127614,0.05191519,0.058485195,0.06221864,0.0610764,0.056975238,0.048857905,0.040805418,0.03657062,1.1658318,0.98682076,0.9956099,0.91246206,0.8464521,8,0.068332575,15,676,0.15827231,0.2319992,0.98364,0.053559214,0.024128003,0.9747682994541403,-0.8180605401253085,2314,0.03716503,0.008653837,0.16596,0.004073142,0.0019625248,0.8823533807065358,0.1570661554285763,2997,0.046810545,0.007895922,0.06842,0.002061209,0.0016890158,0.9459538036986498,0.6238223459819652,2774,0.05957148,0.005552767,0.07499,0.0024270408,0.0018711933,0.8819038072359054,0.5264600079465599,3.3811252,2.6568472,0.79394567,0.376386,-0.1787470948636478,-0.031841166381325045,0.0002906414121389385,0.0008168997615575786,0.0004440472594329285,0.00030817859939166465,-0.031841166381325045,-103.32049806241756,0.009089429,0.02019999921321869,1.9794902974015696
191330,1.996824,1.3645542,17494.176,0.5306500196456909,1.0495799779891968,1.6866099834442139,2.6443800926208496,3.7860898971557617,4.570219993591309,6.740149974822993,10.823,0.30145,0.68336225,0.1844982,1.5089618,3.4969456,0.3645800054073334,21.334044613096246,0.0,0.3945896587147586,10.52155,0.3159339964389801,0.7427600026130676,3.3131399154663086,1.0294904,2.0239217,1.7350888,1.4583756,0.90770966,2.9317183,1.1209282,1.5692093,1.0143286,0.6903534,1.4179258,2.608501,2.1463616,1.1542058,1.1639727,2.0474515,2.8887963,3.1082423,2.7967317,2.1935651,1.4659772,1.0515271,1.3279657,0.8185877,1.2032403,0.63332415,1.3341157,1.4698977,11,3.0715199,3,676,2.904689,2.2087245,10.823,1.4728134,0.86367714,0.7704661451299215,-0.5173523145948017,2314,1.3223922,1.1610867,9.720369,0.9817253,0.55491793,0.6096255556659496,-0.16817399601543748,2997,1.4309179,0.749059,6.4773903,0.68196297,0.38439274,0.5248549381190403,0.36149617059443884,2774,2.9495778,1.0626639,8.65322,0.7173882,0.42416713,0.7675018128999002,0.7405464590901236,2.0299482,0.9847813,0.9241566,1.0154539,0.305362816157147,-0.17103480270930704,-0.02768858432769776,0.05311117410659792,0.11161550658089771,-0.0187539631979806,-0.17103480270930704,9.119928460120036,0.28996122,1.5948001146316528,7.134815334000537
191538,0.8311373,0.3621597,7281.5938,0.38571998476982117,0.5378099679946899,0.7911099791526794,1.0748300552368164,1.333240032196045,1.4688600301742554,1.7611220359802244,2.58112,0.11381,0.4357399,0.32200646,0.61547387,0.055288546,0.3376399874687195,6.189060930340125,0.0,0.4606780047939733,2.46731,0.284553998708725,0.4329499900341034,1.228640079498291,0.2976215,0.78805304,0.40614346,0.8126373,0.36917725,0.955058,0.30710772,0.76718855,0.32887197,0.8251363,0.16514504,0.8156196,0.78673816,0.7789661,0.7520184,0.90497214,0.9643055,0.9833064,0.9178604,0.85316384,0.72440886,0.72541904,0.76163703,0.9563178,1.3840805,0.6419643,1.0431345,1.447302,20,1.2505691,5,676,0.81820226,0.38702527,2.5158,0.39588884,0.27000666,0.40989870630184916,-0.18546667168873904,2314,0.6972269,0.37687352,2.53642,0.35992327,0.2580902,0.5177804873099202,-0.030982467368033006,2997,0.773894,0.32473847,2.58112,0.3217981,0.2352716,0.4628597309767289,0.08019554633814016,2774,1.0078391,0.3093341,2.34895,0.2749811,0.21133803,0.5826898276392334,0.4816124173706788,1.0572536,0.8118382,0.90093327,1.2317725,0.3054475729463276,-0.011448283195495606,0.00016699075698853078,0.005558799505233745,0.01959353242601666,0.001911727019718711,-0.011448283195495606,-5.988450797321518,0.023308396,0.5370200872421265,3.4564971607360646
191562,0.9872855,0.58167285,8649.608,0.3761100172996521,0.5824499726295471,0.8616900444030762,1.2538399696350098,1.7328299283981323,2.099669933319092,3.0147679805755607,5.13621,0.18169999,0.5891638,0.19222063,1.4886577,3.4066353,0.28373998403549194,14.209075257295607,0.0,0.40783015637484304,4.9545097,0.21217200458049773,0.4508399963378906,1.5252000093460083,0.43739948,1.2343011,0.78675926,0.84546614,0.4972227,1.0090251,0.373534,0.8642707,0.50781095,1.223261,0.37943268,1.3928882,1.2263484,0.7861457,0.8073532,0.94167,1.0240151,1.0304253,0.97311836,0.86283106,0.78058326,0.95218736,1.0826839,1.1779231,1.1926948,0.63678545,1.0792015,1.0125405,8,1.5538359,3,676,1.778783,0.84299654,5.13621,0.60893404,0.41357458,0.6602807616569506,-0.46046875175216356,2314,0.96782535,0.64929914,3.76892,0.5708143,0.38246655,0.5696188844058104,-0.25213363716821635,2997,0.77118164,0.42213,3.50825,0.500246,0.33551112,0.28181809874671915,0.09404185976762662,2774,1.044114,0.3807052,3.30027,0.41308075,0.2817063,0.41602226607264514,0.4058435084042624,2.3065681,1.7036291,1.2549901,0.58698225,-0.1724414989003228,-0.06336688859122142,-0.025904427766799926,0.008580824136734003,0.025569775104522692,-0.020763553891863136,-0.06336688859122142,3.051832500410913,0.19915938,0.6713899970054626,4.607242159725734
191928,2.300261,1.3016734,20152.586,0.7472599744796753,1.3513000011444092,2.0726499557495117,2.9034299850463867,4.153220176696777,4.937759876251221,6.260082054138183,9.83376,0.60395,0.5658807,0.23391469,1.1856841,1.7238244,0.7193700075149536,9.074976209312359,0.0,0.4163908229654149,9.229811,0.689818012714386,0.9409199953079224,3.555649995803833,0.99533486,1.7863566,0.9685372,2.0062811,1.0922099,3.390257,1.3867382,2.00399,1.0403748,0.52690893,1.3851213,1.8134433,1.8339123,1.7419927,1.6630201,2.6027575,3.3266852,3.5897005,3.252334,2.5499694,1.9174337,1.5474513,1.7162802,0.89233243,1.4282353,0.5950895,1.0604651,1.6005642,20,3.4800014,4,676,1.6605871,0.9417755,5.97587,0.8145052,0.5503439,0.5380521268795577,-0.009437900922924191,2314,1.6125505,0.8788026,6.14469,0.81759703,0.5618825,0.5379908363730782,-0.03425282729731057,2997,1.8923165,0.83813787,6.9008503,0.7668192,0.5274783,0.5447142011322365,0.2574009654888631,2774,3.4705532,1.299662,9.83376,0.7748459,0.55391955,0.8102073754547501,0.7540329508472974,0.87754196,0.4784791,0.8521569,2.0899556,0.5999494507052376,0.009858126640319823,-0.0013987517356872595,0.04564445734024045,0.17094529560634059,0.0017541054316929337,0.009858126640319823,5.620030850030196,-0.11923313,1.5521299839019775,5.557932069877966
191986,0.98403794,0.78367907,8621.156,0.3429099917411804,0.5372099876403809,0.8217800259590149,1.1952900886535645,1.6490199565887451,2.1180500984191895,4.9931900024413896,8.39979,0.17075,0.7963911,0.11715031,3.8093593,21.710634,0.2583100199699402,24.571576310261207,0.0,0.37461477000342425,8.22904,0.20320999920368193,0.42844000458717346,1.4363900423049927,0.4788575,1.1519561,0.9144375,0.85145694,0.6948167,1.0330422,0.64409107,0.9023837,0.8214743,1.1151104,0.27503574,1.1990097,1.134521,0.7561753,0.77607834,1.0196857,1.0451177,1.0476506,1.0067475,0.8679976,0.8377065,1.0036029,1.120587,1.0413502,1.2928302,0.625219,1.1288308,1.2414942,20,1.3520772,2,676,1.5937026,0.8613225,8.39979,0.7506452,0.40959063,0.5848008911891004,-0.3242971834172605,2314,0.92524254,0.81011266,7.33881,0.7534652,0.40654105,0.5379263761269327,-0.14380827217840514,2997,0.7673967,0.6637334,6.75154,0.62971693,0.3488943,0.46848027998492664,0.03622252890352143,2774,1.1185707,0.7575175,7.14666,0.6439615,0.3320735,0.6133810438875964,0.22468341595857022,2.076765,1.424767,1.20569,0.7018692,-0.039314287410745836,-0.048447729519435365,-0.017669668197631827,0.009637998342514035,0.02381839684077671,-0.016493205342973997,-0.048447729519435365,2.937435659835145,0.2429483,0.6580801010131836,4.808900283761293
192085,1.2809945,0.9031118,11222.793,0.2987099885940552,0.667169988155365,1.1381399631500244,1.6733899116516113,2.2937099933624268,2.722759962081909,4.439518165588365,10.39576,0.20634,0.7050083,0.12322279,2.5256553,13.9061165,0.2559100091457367,18.100830460315493,0.0,0.4200433740440589,10.18942,0.245265993475914,0.44502002000808716,2.03341007232666,0.6372062,1.4955255,1.3283304,0.95544666,0.5799446,1.642854,0.63163793,1.0320121,0.66062874,0.9103216,0.6491246,1.7950375,1.4468558,0.8232034,0.803521,1.234715,1.6140088,1.7587805,1.5548422,1.1694492,0.9001408,1.0308421,1.2395704,1.193814,1.3366661,0.5235991,1.071017,1.1196603,7,1.9527516,3,676,2.166551,2.0070448,10.39576,1.7926702,0.9328706,0.5834940145250544,-0.34475932419466476,2314,1.0701487,0.7350811,4.03005,0.5676086,0.3823538,0.6681319913828115,-0.24059730423427325,2997,0.9127082,0.5068904,3.85986,0.47325036,0.3174507,0.5206531097271004,0.20592891388841628,2774,1.6389669,0.60384864,4.74936,0.45948863,0.31643042,0.6909612400255485,0.6405316979326829,2.373761,1.3219005,1.1724981,0.7564866,0.06215975043964723,-0.12500491346631737,-0.02721760749816896,0.02433232426643371,0.06942539623805453,-0.022991513184138727,-0.12500491346631737,5.437002448040486,0.3283974,1.0062199234962463,7.678718760488331
192109,1.3193419,1.3330067,11558.754,0.36866000294685364,0.4289399981498718,0.7741400003433228,1.6365699768066406,3.2281899452209473,4.242790222167969,6.111403751373287,12.73231,0.12621,1.0103573,0.103621565,2.1973135,6.0417852,0.3433600068092346,18.268735824146336,0.0,0.3069284328273028,12.6061,0.3345280051231384,0.3901999890804291,2.5209200382232666,0.96307564,0.7132586,0.72868717,1.0146344,1.064244,2.4644308,1.5647894,1.0694262,1.0668645,0.28942123,1.4224005,0.70257443,0.7369386,0.69976,0.73138213,1.6036237,2.3658783,2.7444034,2.2798314,1.5545257,0.9514472,0.7062382,0.7025689,0.5911534,1.7851967,0.55858743,0.99202096,3.0198538,19,2.4879165,4,676,0.6763742,0.7398038,7.79224,0.86527824,0.26296666,0.2726951017710231,0.002643110198319233,2314,0.6600427,0.73226285,7.49622,0.8578905,0.2576193,0.2673392222844798,0.017405586878104697,2997,0.8427097,0.8065767,8.69991,0.913516,0.3259325,0.3385214559079433,0.2520828874161498,2774,2.5409467,1.4587834,12.73231,1.0534707,0.5600581,0.733204452890602,0.7460012973772837,0.80261827,0.26618984,0.78323853,3.7567174,0.6024565375566941,0.005203976801463538,0.0007085740566253757,0.046159790754318246,0.19862177780696313,0.0007913112640380783,0.005203976801463538,6.576396720182564,0.046464026,1.2076299786567688,8.756550532785424
192299,2.2863843,1.5720773,20031.014,0.6192699670791626,1.0610100030899048,1.9103599786758423,3.1068201065063477,4.625149726867676,5.415599822998047,6.988632106781005,10.74177,0.29004,0.68758225,0.21284987,1.1454389,1.2229697,0.4592900276184082,20.547789881026944,0.0,0.40463417418102954,10.45173,0.34011600017547605,0.7826600074768066,3.97625994682312,1.2407516,1.7501771,1.2097087,1.7746257,1.2401551,3.7807639,1.5401747,1.8235255,1.222179,0.46291628,1.9816883,2.049235,1.8282629,1.2408112,1.398945,2.672002,3.7487092,4.0113025,3.5812466,2.5830522,1.6754844,1.2169746,1.3801881,0.8168569,1.3424149,0.7304476,1.0782577,1.6433904,18,3.2633748,5,676,3.0996194,1.1359751,8.826651,0.6378262,0.39303416,0.8243059314198495,-0.7516051192679747,2314,1.1077815,0.62204856,5.2226896,0.556988,0.34884453,0.5744345087144425,-0.47178772843346095,2997,1.548978,0.8660245,6.44428,0.6446217,0.38922793,0.6934640438453213,0.5396741293844473,2774,3.868052,1.3962346,10.74177,0.7541918,0.5050847,0.8476763905011134,0.834827519916401,2.0010738,0.8013386,0.7151693,1.2479119,0.5277967471609347,-0.16013044221060613,-0.03316558599472047,0.0877411580085755,0.1803330039978026,-0.014624138219015943,-0.16013044221060613,10.949735280974478,0.8611109,2.045810103416443,7.46871311825854
192341,2.9404304,1.9245297,25761.111,0.9226400256156921,1.7101600170135498,2.5636301040649414,3.655869960784912,5.198750019073486,6.437170028686523,10.024091720581028,19.9423,0.62116003,0.6545061,0.1474469,2.0702314,7.53928,0.7025399804115295,15.37475053199359,0.0,0.3905946809724917,19.32114,0.6519840240478516,1.2368199825286865,4.542719841003418,1.3606515,3.4663987,2.510902,2.305635,1.5853838,3.543464,1.5090424,2.4521115,1.579059,0.97825146,1.1645906,3.951862,3.351546,1.9733835,2.0895035,2.8470461,3.442697,3.7857354,3.3987086,2.6586154,2.2485793,2.4559247,3.084021,0.9547701,1.3647469,0.5908169,1.0424893,1.4293984,19,4.4090223,3,676,4.400236,3.0401974,17.816021,2.2220771,1.3272576,0.6518477164245239,-0.289330052169241,2314,2.746573,2.1057272,19.9423,1.7896574,1.010663,0.6085335226190937,-0.25448347998839355,2997,2.1423118,1.2840912,11.60869,1.3064871,0.6863661,0.4358364939664374,0.12423862547311895,2774,3.6086779,1.5114721,15.095671,1.2633824,0.6488271,0.6457463627624352,0.5616446395609781,2.0539663,1.2193485,1.2820603,0.82011,0.042328726570389934,-0.12423572949000773,-0.07995151519775394,0.04217689514160155,0.15166565758841372,-0.06759815897260397,-0.12423572949000773,1.8378567016944602,-0.047273397,1.9457099437713623,5.634646096785449
192756,0.7463293,0.59942883,6538.591,0.3089199960231781,0.38025999069213867,0.585610032081604,0.8751299977302551,1.2634999752044678,1.7303800582885742,3.668849945068358,4.99503,0.12141,0.80316937,0.14941438,3.1189396,12.292971,0.29253000020980835,13.564921387786455,0.0,0.33295285926264123,4.87362,0.2704659938812256,0.32763001322746277,1.1226500272750854,0.37964368,0.73234427,0.5977336,0.7194924,0.58540964,0.8224233,0.607207,0.71036863,0.6008735,0.8904712,0.107492745,0.74825686,0.7341761,0.70218223,0.68057644,0.7744631,0.8327579,0.82705456,0.8077909,0.7114219,0.7492648,0.66912264,0.71475565,0.84767264,1.5322443,0.5023047,1.1103361,1.8075897,20,1.243275,5,676,0.63574123,0.5877561,4.51164,0.5493732,0.24161881,0.5430744259375241,-0.051390194208049855,2314,0.6747491,0.5651872,4.5090704,0.52693653,0.24843061,0.5186636249590342,0.006829610381461075,2997,0.6992372,0.57212836,4.99503,0.5007531,0.22783576,0.5385426905926722,-0.03196976406809492,2774,0.88386667,0.6342862,4.84648,0.59890544,0.2889821,0.5374817565364829,0.24090537774525503,0.9091925,0.7192728,0.96497875,1.3902931,0.15621259650564537,0.0014089185850960837,0.0017502593994140692,-0.00028498768806458003,0.02179147550037927,0.0015999494280133858,0.0014089185850960837,0.8806019493037976,-0.084416986,0.49487000703811646,4.090055650232716
